dA,dB,K,regime,cost_solve,cost_nd,min_distance,strict,eps_scale,dua_res,width_slopes,width_labels,dual_shares,time_s,fail,t_lo,t_hi,width,interior_gap,n_components,dm_t_lo,dm_t_hi,dm_n_nodes,dm_mass,dm_edge_left,dm_edge_right,dm_interior,dm_interior_max_node,dm_max_share
1.3,1.3,4000,arc,0.13895003967481323,138.95003967481324,0.9999748064661923,True,1.0,8.681618057337914e-06,0.17,ambiguous,0.00,31.66559624671936,,0.36225,0.63725,0.27499999999999997,0.0014979927377340996,1.0,0.383,0.6165,935.0,128.01795093592614,0.13543018591745426,0.14055748439059923,127.74196326561808,0.41167116091739847,0.003215729965272157
1.3,1.3,8000,scp_failed,,,,,,,,,,,"why=osqp; osqp=OSQP failed: status='maximum iterations reached', code=7, iter=40000, prim_res=6.495877818647152e-05, dual_res=9.1670108",,,,,,,,,,,,,,
1.3,1.3,12000,scp_failed,,,,,,,,,,,"why=osqp; osqp=OSQP failed: status='maximum iterations reached', code=7, iter=40000, prim_res=7.073540845730352e-05, dual_res=8.2724284",,,,,,,,,,,,,,
