N,seed,K,scp_success,scp_reason,scp_time,scp_iterations,scp_cost,scp_min_dist,scp_worst_violation,contact_success,contact_reason,contact_time,contact_contacts,contact_max_contacts_single_pair,contact_cost,contact_cost_continuous,contact_min_dist,position_rmse,max_position_deviation,same_homotopy_class,n_crossings_scp,n_crossings_contact
4,18,100,True,converged,0.005326747894287109,0.0,0.9774508744333892,0.7840661130745777,0.0,True,converged,0.00038904199755052105,0.0,0.0,0.9775485999718154,0.9773550879674897,0.784058056468906,5.237347261066598e-05,0.00010336065249128889,True,5.0,5.0
4,19,100,True,converged,0.005315065383911133,0.0,0.6885449787026372,1.3521063793316088,0.0,True,converged,0.00034770899947034195,0.0,0.0,0.6886138194296083,0.6884775039150567,1.3521121030883514,4.395720383151496e-05,0.00010741441629431403,True,2.0,2.0
4,20,100,True,converged,0.005338191986083984,0.0,1.132216159454902,1.1944592937024199,0.0,True,converged,0.00035066700365860015,0.0,0.0,1.1323293584265244,1.1321052065800457,1.1944567059002382,5.63674742904212e-05,0.00011089453270588534,True,1.0,1.0
4,21,100,True,converged,0.005440950393676758,0.0,0.642817427953196,0.9612977506940387,0.0,True,converged,0.0003602499928092584,0.0,0.0,0.6428816968396425,0.6427544342915672,0.9612984260683982,4.247248995426466e-05,6.966145364882869e-05,True,3.0,3.0
4,22,100,True,converged,0.0053558349609375,0.0,1.0469722394300056,1.3183324799834315,0.0,True,converged,0.0003259579971199855,0.0,0.0,1.0470769157145043,1.0468696401349078,1.318341636175254,5.4204018413981316e-05,0.00010957359505630621,True,3.0,3.0
4,23,100,True,converged,0.02542591094970703,2.0,1.1366247007128647,0.49999999999999983,0.0,True,converged,0.001585625002917368,1.0,1.0,1.1367402222539593,1.13651511667302,0.5002887939271822,0.00048474911980521884,0.0011316315857038753,True,4.0,4.0
4,24,100,True,converged,0.005455970764160156,0.0,1.1663984939164722,1.996583135399724,0.0,True,converged,0.0003332089981995523,0.0,0.0,1.1665151104378948,1.1662841913029243,1.9965831353997177,5.7212032412745875e-05,9.259910611366533e-05,True,1.0,1.0
4,25,100,True,converged,0.005460977554321289,0.0,0.7420447574991254,2.1820941664087146,0.0,True,converged,0.0003378750043339096,0.0,0.0,0.7421189471339802,0.7419720399368218,2.1820916535500285,4.563299269090842e-05,9.387175417161591e-05,True,3.0,3.0
4,26,100,True,converged,0.11571502685546875,3.0,1.1452757119565287,0.5000039500552316,0.0,True,converged,0.0017459579976275563,1.0,1.0,1.1455778294136338,1.1453506034419276,0.5032789474346715,0.0019093390374791974,0.0043739187032081905,True,4.0,4.0
4,27,100,True,converged,0.09166097640991211,2.0,1.3906323069104547,0.4999999999999996,0.0,True,converged,0.001628041994990781,1.0,1.0,1.3907718333862165,1.3904960756209,0.5000189965188572,0.0005378357171674952,0.0012526095074166803,True,1.0,1.0
4,28,100,True,converged,0.005434274673461914,0.0,0.5865787688671852,0.815322201916136,0.0,True,converged,0.00033333399915136397,0.0,0.0,0.5866374150124968,0.5865212863801251,0.8153189342799911,4.0572061092816926e-05,7.8340420374898e-05,True,4.0,4.0
4,29,100,True,converged,0.0054891109466552734,0.0,0.6632766669653982,3.432261667902983,0.0,True,converged,0.0003684999974211678,0.0,0.0,0.6633429813665617,0.6632116683762067,3.432261624850147,4.3143091373083514e-05,8.857582377581641e-05,True,4.0,4.0
4,30,100,True,converged,0.0055048465728759766,0.0,0.7393341903155022,0.713296213058725,0.0,True,converged,0.00037320800038287416,0.0,0.0,0.7394081089478504,0.7392617383784675,0.7133020357023588,4.554957154016006e-05,9.819615540540846e-05,True,4.0,4.0
4,31,100,True,converged,0.05110597610473633,2.0,0.8875190910627682,0.4999999999999993,0.0,True,converged,0.0015768330049468204,1.0,1.0,0.8876186961406419,0.8874429426111654,0.5010211212150685,0.0015205773607674864,0.003478704432395922,True,4.0,4.0
4,32,100,True,converged,0.027443885803222656,2.0,1.4311234422739862,0.49999999999999994,0.0,True,converged,0.0015597090023220517,1.0,1.0,1.4312765236296743,1.4309928802608964,0.5007142517252109,0.0023133543440689705,0.005348757347012283,True,6.0,6.0
4,33,100,True,converged,0.005305051803588867,0.0,0.8893746904093365,0.6382581016677712,0.0,True,converged,0.0006152500063763,0.0,0.0,0.8894636100908836,0.8892875350742875,0.638261216424594,4.9958142683749674e-05,9.099206205435578e-05,True,4.0,4.0
4,34,100,True,converged,0.09463691711425781,3.0,0.6538490695434209,0.5000001904491391,0.0,True,converged,0.0017106250015785918,1.0,1.0,0.6539895815053242,0.6538600041902881,0.502479593017096,0.000587673994928975,0.001339205503098574,True,3.0,3.0
4,35,100,True,converged,0.005505084991455078,0.0,0.6719931714724401,0.9233339246812349,0.0,True,converged,0.00034191600570920855,0.0,0.0,0.6720603573497241,0.6719273186989785,0.9233382635433249,4.342565031474177e-05,8.944865165690899e-05,True,0.0,0.0
4,36,100,True,converged,0.005544900894165039,0.0,0.32525803615870047,0.6426173402473726,0.0,True,converged,0.00036412500048754737,0.0,0.0,0.3252905554571558,0.32522616210896155,0.6426175461296548,3.0211891660741813e-05,5.202361840528823e-05,True,2.0,2.0
4,37,100,True,converged,0.0054950714111328125,0.0,1.2055820151686896,0.6296301209556446,0.0,True,converged,0.00034108300314983353,0.0,0.0,1.2057025492585665,1.2054638727191755,0.6296334213749634,5.816507349616294e-05,0.00010063780530553167,True,1.0,1.0
4,38,100,True,converged,0.005463123321533203,0.0,0.9156747978934291,1.581396841021821,0.0,True,converged,0.00036433299828786403,0.0,0.0,0.9157663470597227,0.9155850652479348,1.5813942442676965,5.0691428686788046e-05,8.916158626505677e-05,True,3.0,3.0
4,39,100,True,converged,0.005547046661376953,0.0,0.4945092709705901,2.294588544396286,0.0,True,converged,0.00033904099836945534,0.0,0.0,0.494558712007502,0.4944608109439435,2.2945918556640064,3.725213086598468e-05,7.832880375343393e-05,True,1.0,1.0
4,40,100,True,converged,0.18851113319396973,3.0,1.331593799450429,0.5001239797368615,0.0,True,converged,0.0037999160049366765,2.0,1.0,1.3317233610136574,1.3314575333762206,0.5000599759700682,0.010547761622538105,0.023072703850597953,True,4.0,4.0
4,41,100,True,converged,0.005423069000244141,0.0,0.4305321348363017,0.8350246004961849,0.0,True,converged,0.0003661250011646189,0.0,0.0,0.430575179439143,0.4304899443255244,0.8350293790064052,3.475895307785822e-05,6.258336246155297e-05,True,2.0,2.0
4,42,100,True,converged,0.005541801452636719,0.0,0.9260005360601983,2.405214737008937,0.0,True,converged,0.0003557500021997839,0.0,0.0,0.9260931175937939,0.9259097915316594,2.405214940533364,5.097644202299608e-05,9.464234625873553e-05,True,3.0,3.0
4,43,100,True,converged,0.0340731143951416,2.0,0.504045422633171,0.5000198160537024,0.0,True,converged,0.0015445420067408122,1.0,1.0,0.5041624299901677,0.5040626182445385,0.5054089051607468,0.0032948598552344868,0.007639402477036641,True,2.0,2.0
4,44,100,True,converged,0.005506992340087891,0.0,0.5847057086462424,0.6065701712352796,0.0,True,converged,0.00039591699896845967,0.0,0.0,0.5847641675229929,0.5846484097119558,0.6065713459382447,4.050723205258214e-05,7.013888358334051e-05,True,4.0,4.0
4,45,100,True,converged,0.1226348876953125,3.0,0.8909079805405445,0.5000020747805524,0.0,True,converged,0.0016357919957954437,1.0,1.0,0.8911391940803767,0.8909622301265545,0.5022326163506947,0.00507283434266815,0.011684212776666978,True,4.0,4.0
