dA,dB,K,regime,cost_solve,cost_nd,min_distance,strict,eps_scale,dua_res,width_slopes,width_labels,dual_shares,time_s,fail,t_lo,t_hi,width,interior_gap,n_components,dm_t_lo,dm_t_hi,dm_n_nodes,dm_mass,dm_edge_left,dm_edge_right,dm_interior,dm_interior_max_node,dm_max_share
1.5,1.19,4000,arc,0.14326437381567864,143.26437381567862,0.999994990478057,True,1.0,1.2121456194336133e-07,0.18,ambiguous,0.02;0.01;0.02,47.746811866760254,,0.42225,0.682,0.25975000000000004,0.0014931746075645957,1,0.4535,0.4805,109,67.1145319807376,0.5281305365883945,0.05856047653407524,66.52784096761513,1.0686340256345712,0.015922543063270973
