dth,lam,offset,ok,J,regime
0.25,0.0,0,True,0.0005372067830089069,0
0.25,0.0,-1,True,1.1692337926100258,arc
0.25,0.0,1,True,1.5436175111045642,arc
0.25,1.4285714285714286,0,True,0.008247812364510007,0
0.25,1.4285714285714286,-1,True,1.387587860835921,arc
0.25,1.4285714285714286,1,True,1.3526297349365612,arc
0.25,2.857142857142857,0,True,0.04019504045840575,0
0.25,2.857142857142857,-1,True,1.6607606214132686,arc
0.25,2.857142857142857,1,True,1.2177451627206979,arc
0.25,4.285714285714286,0,True,0.09637889106469617,0
0.25,4.285714285714286,-1,True,1.9879440749626913,arc
0.25,4.285714285714286,1,True,1.1365183559124012,arc
0.25,5.714285714285714,0,True,0.1767993641833813,0
0.25,5.714285714285714,-1,True,2.3677646029555848,arc
0.25,5.714285714285714,1,True,1.1055251993478619,arc
0.25,7.142857142857143,0,True,0.28145645981446105,0
0.25,7.142857142857143,-1,True,2.798344232778731,arc
0.25,7.142857142857143,1,True,1.1213449190250504,arc
0.25,8.571428571428571,0,True,0.4103501779579355,0
0.25,8.571428571428571,-1,True,3.2774623757491907,arc
0.25,8.571428571428571,1,True,1.1804700034856497,arc
0.25,10.0,0,True,0.5634805186138045,0
0.25,10.0,-1,True,3.8030966042571555,arc
0.25,10.0,1,True,1.2802341801345936,arc
0.25,11.428571428571429,0,True,0.7408474817820685,0
0.25,11.428571428571429,-1,True,4.372919066753053,arc
0.25,11.428571428571429,1,True,1.4197561204938487,ambiguous:point+ambiguous
0.25,12.857142857142858,0,True,0.942451067462727,0
0.25,12.857142857142858,-1,True,4.985139807396451,arc
0.25,12.857142857142858,1,True,1.5975329571817833,ambiguous:point+ambiguous
0.25,14.285714285714286,0,True,1.1682912756557802,0
0.25,14.285714285714286,-1,True,5.639210824105435,arc
0.25,14.285714285714286,1,True,1.8127797263056515,ambiguous:point+ambiguous
0.25,15.714285714285715,0,True,1.4183681063612281,0
0.25,15.714285714285715,-1,True,6.33271389505463,arc
0.25,15.714285714285715,1,True,2.0637403948206416,ambiguous:point+ambiguous
0.25,17.142857142857142,0,True,1.69268155957907,0
0.25,17.142857142857142,-1,True,7.06700211812188,arc
0.25,17.142857142857142,1,True,2.34789674670047,2
0.25,18.571428571428573,0,True,1.991231635309308,0
0.25,18.571428571428573,-1,True,7.839927133628276,arc
0.25,18.571428571428573,1,True,2.6617109103947616,2
0.25,20.0,0,True,2.314018333551939,0
0.25,20.0,-1,True,8.652113241639466,arc
0.25,20.0,1,True,3.0038269663124053,2
0.7631821089316322,0.0,0,True,0.00479289852152816,0
0.7631821089316322,0.0,-1,True,0.8604098206800088,arc
0.7631821089316322,0.0,1,True,2.0144284413906486,arc
0.7631821089316322,1.4285714285714286,0,True,0.0035912449074873296,0
0.7631821089316322,1.4285714285714286,-1,True,1.0500263539807115,arc
0.7631821089316322,1.4285714285714286,1,True,1.7939059915804643,arc
0.7631821089316322,2.857142857142857,0,True,0.02461575229097685,0
0.7631821089316322,2.857142857142857,-1,True,1.291261234021146,arc
0.7631821089316322,2.857142857142857,1,True,1.6330950351819915,arc
0.7631821089316322,4.285714285714286,0,True,0.06786642067199665,0
0.7631821089316322,4.285714285714286,-1,True,1.5837415198899185,arc
0.7631821089316322,4.285714285714286,1,True,1.529431025366042,arc
0.7631821089316322,5.714285714285714,0,True,0.13334325005054667,0
0.7631821089316322,5.714285714285714,-1,True,1.92584903943682,arc
0.7631821089316322,5.714285714285714,1,True,1.4802288078371761,arc
0.7631821089316322,7.142857142857143,0,True,0.22104624042662724,0
0.7631821089316322,7.142857142857143,-1,True,2.316228344615678,arc
0.7631821089316322,7.142857142857143,1,True,1.4820276704516577,arc
0.7631821089316322,8.571428571428571,0,True,0.3309753918002379,0
0.7631821089316322,8.571428571428571,-1,True,2.752451851670452,arc
0.7631821089316322,8.571428571428571,1,True,1.5312853134529278,arc
0.7631821089316322,10.0,0,True,0.46313070417137914,0
0.7631821089316322,10.0,-1,True,3.232499569376588,arc
0.7631821089316322,10.0,1,True,1.6257302927926816,arc
0.7631821089316322,11.428571428571429,0,True,0.6175121775400504,0
0.7631821089316322,11.428571428571429,-1,True,3.754470325801779,arc
0.7631821089316322,11.428571428571429,1,True,1.763086856313449,arc
0.7631821089316322,12.857142857142858,0,True,0.7941198119062526,0
0.7631821089316322,12.857142857142858,-1,True,4.3172063010534805,arc
0.7631821089316322,12.857142857142858,1,True,1.9422254009370756,ambiguous:point+ambiguous
0.7631821089316322,14.285714285714286,0,True,0.9929536072699844,0
0.7631821089316322,14.285714285714286,-1,True,4.919919102759652,arc
0.7631821089316322,14.285714285714286,1,True,2.162526179914935,ambiguous:point+ambiguous
0.7631821089316322,15.714285714285715,0,True,1.214013563631247,0
0.7631821089316322,15.714285714285715,-1,True,5.561151560655189,arc
0.7631821089316322,15.714285714285715,1,True,2.422797288389174,ambiguous:point+ambiguous
0.7631821089316322,17.142857142857142,0,True,1.4572996809900391,0
0.7631821089316322,17.142857142857142,-1,True,6.241066344169844,arc
0.7631821089316322,17.142857142857142,1,True,2.721660142058067,ambiguous:point+ambiguous
0.7631821089316322,18.571428571428573,0,True,1.7228119593463624,0
0.7631821089316322,18.571428571428573,-1,True,6.959297057465678,arc
0.7631821089316322,18.571428571428573,1,True,3.056952854566364,ambiguous:point+ambiguous
0.7631821089316322,20.0,0,True,2.010550398700216,0
0.7631821089316322,20.0,-1,True,7.7150030981284665,arc
0.7631821089316322,20.0,1,True,3.42711015968439,ambiguous:point+ambiguous
1.2763642178632644,0.0,0,True,0.01238246074871951,1
1.2763642178632644,0.0,-1,True,0.6172646058110267,arc
1.2763642178632644,0.0,1,True,2.586302908660339,arc
1.2763642178632644,1.4285714285714286,0,True,0.004564491715159105,0
