t,x,y,gap,dual
0.0,1.3198227946702668,0.00031206712979824774,0.3198228315638152,0.0
0.005,1.3192925440092484,0.001241778162628922,0.31929312841816926,0.0
0.01,1.3184119770112352,0.0027761516379204852,0.3184148998492813,0.0
0.015,1.3171838222310193,0.004902205143372317,0.3171929445462367,0.0
0.02,1.315610808639751,0.007606958299958708,0.3156328004516751,0.0
0.025,1.3136956655579626,0.010877428948571964,0.31374069746137856,0.0
0.03,1.3114411219363669,0.014700630306234065,0.31152351288000824,0.0
0.035,1.308849904966097,0.01906359041984443,0.30898872959604096,0.0
0.04,1.3059247463286416,0.023953320828781193,0.3061444042112087,0.0
0.045,1.3026683727568051,0.029356841742516127,0.3029991226159585,0.0
0.05,1.2990835140690793,0.03526116872323726,0.29956197487684144,0.0
0.055,1.2951728986193156,0.04165332321011857,0.29584252000480626,0.0
0.06,1.2909392556267627,0.04852032550384029,0.29185075906823643,0.0
0.065,1.2863853140911214,0.05584918865876222,0.2875971063120464,0.0
0.07,1.2815138023845167,0.06362693427220653,0.2830923631862603,0.0
0.075,1.2763274498574662,0.07184058224908862,0.2783476946893402,0.0
0.08,1.2708289852683934,0.08047714352389454,0.273374603338727,0.0
0.085,1.2650211371592466,0.08952364510224614,0.2681849078474583,0.0
0.09,1.2589066352015337,0.09896709945695595,0.26279072016283456,0.0
0.095,1.252488207708313,0.10879453005300688,0.25720442260510556,0.0
0.1,1.2457685838654,0.11899294685561196,0.25143864649745673,0.0
0.105,1.2387504919933754,0.12954937687283385,0.24550625147446348,0.0
0.11,1.2314366618758361,0.1404508349612919,0.23942030371187095,0.0
0.115,1.2238298214793482,0.1516843392292812,0.2331940523330449,0.0
0.12,1.215932700531702,0.16323690747904326,0.2268409107075129,0.0
0.125,1.2077480275019106,0.1750955588425251,0.22037443133701062,0.0
0.13,1.1992785313151866,0.18724731195624217,0.21380828449485745,0.0
0.135,1.190526941133432,0.19967918320796302,0.20715623420132556,0.0
0.14,1.1814959855406126,0.21237819215466328,0.2004321140120613,0.0
0.145,1.1721883936285489,0.2253313585257456,0.19364980261906628,0.0
0.15,1.1626068943024737,0.23852569875247354,0.18682319645556267,0.0
0.155,1.1527542165386429,0.2519482330636829,0.1799661842152649,0.0
0.16,1.142633089498157,0.2655859750202297,0.17309261669467046,0.0
0.165,1.132246241686969,0.27942594750060656,0.16621628009168088,0.0
0.17,1.1215964022188243,0.29345516929908494,0.1593508640004393,0.0
0.175,1.110686299723937,0.3076606566633392,0.1525099288305365,0.0
0.18,1.0995186642620731,0.32202942494783227,0.14570687507446034,0.0
0.185,1.0880962238368257,0.3365484998919923,0.13895490916344433,0.0
0.19,1.0764217071549202,0.3512048927052993,0.13226700397673596,0.0
0.195,1.064497844196443,0.36598562564570225,0.1256558703609869,0.0
0.2,1.0523273630740961,0.3808777153879752,0.11913391207381596,0.0
0.205,1.039912993182366,0.3958681818375296,0.11271319340648556,0.0
0.21,1.0272574637166363,0.4109440417270953,0.10640539685620509,0.0
0.215,1.0143635030204123,0.42609231428216676,0.10022178516432523,0.0
0.22,1.0012338409969996,0.4413000166776992,0.09417316229075134,0.0
0.225,0.9878712058534787,0.4565541694817705,0.08826983281978151,0.0
0.23,0.9742783270741555,0.4718417880536581,0.08252156170678115,0.0
0.235,0.9604579334293255,0.48714989286805743,0.07693753765419964,0.0
0.24,0.9464127542600931,0.5024655035369465,0.07152633363385541,0.0
0.245,0.932145518617193,0.5177756351117029,0.0662958670994851,0.0
0.25,0.9176589553407801,0.5330673049546888,0.061253367452271945,0.0
0.255,0.9029557937013641,0.5483275352177828,0.056405344201206464,0.0
0.26,0.888038762433092,0.5635433445454254,0.05175755037230023,0.0
0.265,0.8729105911935999,0.5787017482557406,0.04731495437247091,0.0
0.27,0.8575740085607167,0.5937897660083876,0.043081716058330555,0.0
0.275,0.8420317438921049,0.6087944158651778,0.03906116206439103,0.0
0.28,0.8262865267728199,0.6237027183220236,0.03525576799579899,0.0
0.285,0.8103410853823138,0.638501690201353,0.031667137718639715,0.0
0.29,0.7941981497721463,0.653178346773546,0.028295995224781212,0.0
0.295,0.7778604480773015,0.6677197122179099,0.02514218075708352,0.0
0.3,0.7613307108232282,0.6821127992681312,0.022204638107266472,0.0
0.305,0.7446116659820938,0.6963446329578311,0.019481427474677293,0.0
0.31,0.7277060433768836,0.7104022255772928,0.016969718168839965,4.281296814547412e-19
0.315,0.7106165718883902,0.7242725985931169,0.014665811642056825,1.1810412905774665e-18
0.32,0.6933459811335063,0.7379427695584296,0.012565148865765652,1.6825824096941214e-18
0.325,0.6758970001225081,0.7513997578909244,0.010662332796243845,0.0
0.33,0.6582723578649221,0.764630581437277,0.00895115005541891,7.888186020912837e-18
0.335,0.6404747841816103,0.7776222578423735,0.007424600188198127,2.780157179533598e-18
0.34,0.6225070076780729,0.7903618077936748,0.0060749285352428295,1.3658495509020779e-18
0.345,0.6043717575243274,0.8028362469513666,0.004893656419424408,1.5732946199092428e-17
0.35,0.5860717644634968,0.8150325956238287,0.003871627764562291,0.0
0.355,0.5676097556942734,0.8269378715333033,0.0029990419413883362,0.0
0.36,0.5489884617490599,0.8385390961544295,0.002265507195117644,0.0
0.365,0.5302106115915358,0.8498232840445963,0.0016600754490581071,7.227065078951334e-19
0.37,0.5112789346381479,0.860777453549644,0.0011713007992832924,8.861049687378974e-17
0.375,0.492196160088684,0.8713886279142651,0.0007872905189949542,0.0
0.38,0.47296501710339056,0.8816438192841795,0.0004957428623100224,0.0
0.385,0.45358823489744693,0.8915300526933628,0.0002840205125800299,0.0
0.39,0.43406854364913483,0.9010343432043095,0.0001391844234992501,0.0
0.395,0.41440867105159473,0.9101437104218524,4.805897677018223e-05,0.2601365782826111
