N,seed,K,contact_success,contact_reason,contact_time,contact_contacts,contact_max_contacts_single_pair,contact_cost,contact_cost_continuous,contact_min_dist,scp_success,scp_reason,scp_time,scp_iterations,scp_cost,scp_min_dist,scp_worst_violation,scp_min_dist_continuous,position_rmse,max_position_deviation,same_homotopy_class,n_crossings_scp,n_crossings_contact
16,6,10,True,converged,0.1144235419924371,4,1,2.065768679135792,2.0252544436457818,0.5150270596568619,True,converged,0.0281600952148437,2,2.045413380192678,0.4999999999999992,0.0,0.3090965180243361,0.0292680845946596,0.0954542104875109,False,41,41
16,6,15,True,converged,0.1063628340198192,4,1,2.0432558413910953,2.0252544436457818,0.515027059656863,True,converged,0.0558745861053466,2,2.033995946135584,0.4999999999999997,0.0,0.3090965180243524,0.0276642446813948,0.0950393576457124,True,41,41
16,6,25,True,converged,0.1144235419924371,4,1,2.031733167773153,2.0252544436457818,0.5000717665245867,True,converged,0.2268660068511963,2,2.0283024126967577,0.5,0.0,0.3090965180243455,0.0218285106227173,0.0953489723763302,True,41,41
16,6,35,True,converged,0.1063628340198192,4,1,2.02855758372052,2.0252544436457818,0.5150270596568619,True,converged,0.399522066116333,2,2.0267260792604853,0.5000005076611774,0.0,0.3997526030159715,0.0168677792513286,0.0535223750573803,True,41,41
16,6,50,True,converged,0.1144235419924371,4,1,2.0268708236653725,2.0252544436457818,0.5000717665245867,True,converged,1.5081746578216553,2,2.0258735553725993,0.5000000000000002,0.0,0.3090965180243209,0.0207602365623403,0.0954542104871628,True,41,41
16,6,75,True,converged,0.1144235419924371,4,1,2.025970605404712,2.0252544436457818,0.5000717665245867,True,converged,1.640294075012207,2,2.0254558167048886,0.4999999999999998,0.0,0.3424615384715973,0.0178237126206753,0.0807808404509493,True,41,41
16,6,100,True,converged,0.1144235419924371,4,1,2.0256556018572445,2.0252544436457818,0.5000717665245867,True,converged,3.935183048248291,2,2.025418678488035,0.4999999999999996,0.0,0.4664845191180242,0.0076258996182619,0.0346821889143824,True,41,41
16,6,150,True,converged,0.1144235419924371,4,1,2.025430443866466,2.0252544436457818,0.5000717665245867,True,converged,6.489727973937988,2,2.0253171006734565,0.4999999999999996,0.0,0.4799205709369729,0.0059418163962662,0.0269165131090111,True,41,41
16,6,200,True,converged,0.11622112500481308,4,1,2.0253516727771577,2.0252544436457818,0.5000717665245867,True,converged,11.376605033874512,2,2.025268773189381,0.5,0.0,0.47492129763117663,0.005140721350038842,0.022826910249332304,True,41,41
16,7,10,True,converged,0.1734064169868361,5,1,1.8851037995717612,1.8477116731112109,0.5249120074445744,True,converged,0.0026800632476806,0,1.855267671836636,0.5144326494871783,0.0,0.0199625191366833,0.1315750474780747,0.4764144878139982,False,81,81
16,7,15,True,converged,0.1776354160101618,5,1,1.8650400075826008,1.8477116731112109,0.501510967867982,True,converged,0.1193058490753173,3,1.8535400985725956,0.4998827949520671,0.0,0.059149897684475,0.1046366733968497,0.4066070681980773,False,82,82
16,7,25,True,converged,0.1734064169868361,5,1,1.8536989957277417,1.8477116731112109,0.5018854390010522,True,converged,0.7024219036102295,4,1.8470601821345536,0.5000000000000001,0.0,0.0323234654935735,0.0648929009272011,0.3058606578632416,True,82,82
16,7,35,True,converged,0.1776354160101618,5,1,1.8508435301328887,1.8477116731112109,0.5039584728501897,True,converged,1.3851041793823242,4,1.8464743123857352,0.5000000026980539,0.0,0.0703903113469837,0.0777045504948502,0.265085746694796,False,82,82
16,7,50,True,converged,0.1734064169868361,5,1,1.8492642913546344,1.8477116731112109,0.500640090854836,True,converged,4.241851806640625,4,1.8474527790256237,0.5000000039838225,0.0,0.2247661674146749,0.05001267559478,0.160472168008854,True,82,82
16,7,75,True,converged,0.1734064169868361,5,1,1.8483763759616472,1.8477116731112109,0.5001745525924892,True,converged,17.604004859924316,6,1.8473988985552336,0.5000000005420128,0.0,0.3140476813931978,0.0248844440954208,0.1167254299655875,True,82,82
16,7,100,True,converged,0.1734064169868361,5,1,1.8480904767713084,1.8477116731112109,0.500640090854836,True,converged,28.400557041168213,5,1.8474977756816409,0.500000001352932,0.0,0.4061011910712318,0.0217204698835148,0.0741290014681763,True,82,82
16,7,150,True,converged,0.1734064169868361,5,1,1.847875949580268,1.8477116731112109,0.5001745525924892,True,converged,79.01194787025452,7,1.8476619000683077,0.5000000000000019,0.0,0.4743447766903919,0.0198086019137132,0.0817823066840324,True,82,82
16,7,200,True,converged,0.17387987501570024,5,1,1.8478015414523847,1.8477116731112109,0.500640090854836,True,converged,125.23251295089722,5,1.8476332620420095,0.5000000000000006,0.0,0.48482262183987207,0.010387935671969495,0.04020600222833659,True,82,82
16,8,10,True,converged,0.2571387500211131,6,1,2.032685345815223,1.9927533055187137,0.6891564713640022,True,converged,0.0027999877929687,0,2.0105874265995154,0.5393000365997443,0.0,0.1289319171479341,0.0609996005536479,0.2818613308315832,False,61,61
16,8,15,True,converged,0.2437412079889327,6,1,2.010482473428863,1.9927533055187137,0.5817675528130625,True,converged,0.0037331581115722,0,1.9993676306921544,0.5246765779689662,0.0,0.1289319171479331,0.0602733488766784,0.2862214343309657,False,63,62
