t,x,y,gap,dual
0.0,1.2999987816492058,6.720179754777776e-07,0.29999878164937943,0.0
0.00025,1.2999967020044751,2.928518507130489e-06,0.2999967020077736,0.0
0.0005,1.2999937628303684,6.763142031395071e-06,0.29999376284796075,0.0
0.00075,1.2999899634331196,1.2186442019613142e-05,0.299989963490239,0.0
0.001,1.2999852998269297,1.918248766144336e-05,0.29998529996845735,0.0
0.00125,1.299979784033141,2.7756320791036472e-05,0.2999797843294585,0.0
0.0015,1.2999733977326922,3.7869247323914535e-05,0.2999733982842727,0.0
0.00175,1.2999661559847975,4.963660022958127e-05,0.29996615693243456,0.0
0.002,1.299958059223158,6.29156368511072e-05,0.29995806074566,0.0
0.00225,1.299949098252727,7.782177460600933e-05,0.2999491005821371,0.0
0.0025,1.2999392749011554,9.429206024826732e-05,0.2999392783209276,0.0
0.00275,1.2999286031037953,0.00011231869038663267,0.2999286079561727,0.0
0.003,1.2999170617449973,0.00013186313065202297,0.2999170684330721,0.0
0.00325,1.2999046729014223,0.0001530391282811248,0.2999046819101501,0.0
0.0035,1.2998914225168616,0.00017576944297649508,0.2998914344005068,0.0
0.00375,1.299877314886861,0.00020005373678897494,0.29987733028119745,0.0
0.004,1.2998623516208072,0.0002258628808206758,0.2998623712436699,0.0
0.00425,1.2998465362482317,0.0002532890516077584,0.2998465609262768,0.0
0.0045,1.2998298562449813,0.00028221593771614057,0.2998298868820044,0.0
0.00475,1.2998123268372646,0.00031273752571414994,0.29981236445991066,0.0
0.005,1.2997939394218436,0.0003448437452452092,0.2997939851664817,0.0
0.00525,1.2997747010693137,0.000378415306012766,0.29977475615506854,0.0
0.0055,1.2997546017500234,0.0004136020861535355,0.2997546675573233,0.0
0.00575,1.299733651888908,0.00045030072477963946,0.29973372989363467,0.0
0.006,1.2997118478122607,0.0004885492166048301,0.29971193963273945,0.0
0.00625,1.2996891937848263,0.000528361621827318,0.2996893011820383,0.0
0.0065,1.2996656780883433,0.0005697265249813464,0.2996658029621102,0.0
0.00675,1.29964131301817,0.0006126019836609818,0.2996414573969175,0.0
0.007,1.2996160975852398,0.0006570118922691403,0.29961626365912863,0.0
0.00725,1.2995900347024256,0.0007029728992855968,0.29959022482809905,0.0
0.0075,1.2995631075990899,0.000750521551618725,0.29956332431905874,0.0
0.00775,1.299535335321767,0.0007995443003813975,0.29953558128315416,0.0
0.008,1.2995067091525863,0.000850121471795489,0.2995069872221161,0.0
0.00825,1.2994772316369252,0.0009021970808456964,0.2994775448242035,0.0
0.0085,1.2994469087706437,0.0009558768638078508,0.29944726034347413,0.0
0.00875,1.2994157304993836,0.0010110296544661376,0.2994161238226225,0.0
0.009,1.299383700322728,0.0010677547674156711,0.2993841390307288,0.0
0.00925,1.2993508256767556,0.0011259240137839461,0.2993513134990673,0.0
0.0095,1.2993170990950609,0.0011856804433396204,0.2993176400861022,0.0
0.00975,1.299282519873758,0.0012469438694208065,0.29928311823040166,0.0
0.01,1.299247096741984,0.0013097485979384057,0.2992477569093064,0.0
0.01025,1.299210819957644,0.001373996412408048,0.29921154650085957,0.0
0.0105,1.2991737027232046,0.0014398518804007178,0.2991745006045028,0.0
0.01075,1.2991357352150095,0.0015071908481221342,0.2991366094975909,0.0
0.011,1.2990969146718774,0.0015760585727789941,0.29909787070513505,0.0
0.01125,1.2990572515293808,0.0016464033094993333,0.2990582948408922,0.0
0.0115,1.2990167374459805,0.0017182772670840266,0.29901787387301404,0.0
0.01175,1.2989753768468546,0.0017916760327881505,0.29897661247515717,0.0
0.012,1.2989331743788137,0.0018665329339798784,0.2989345154575789,0.0
0.01225,1.2988901252825398,0.0019429437183152473,0.2988915784571029,0.0
0.0125,1.298846226148178,0.0020208673800607996,0.2988477982751987,0.0
0.01275,1.2988014874961782,0.0021002801262590435,0.2988031856670563,0.0
0.013,1.2987558913332102,0.0021811367045645744,0.2987577228374989,0.0
0.01325,1.2987094611819652,0.0022635521555208014,0.298711433780388,0.0
0.0135,1.2986621874586763,0.0023474805320267147,0.2986643091268053,0.0
0.01375,1.2986140682572676,0.002432879497736928,0.2986163471858583,0.0
0.014,1.2985651002435086,0.0025197456771139997,0.2985675449081233,0.0
0.01425,1.2985152914291858,0.0026081307556404107,0.2985179107049165,0.0
0.0145,1.2984646428885267,0.0026980053328427653,0.29846744590089935,0.0
0.01475,1.2984131460309944,0.0027893736463395465,0.29841614222538193,0.0
0.015,1.2983608099364021,0.0028822150838962264,0.2983640090292474,0.0
0.01525,1.2983076305586496,0.0029765904735373763,0.2983110427234539,0.0
0.0155,1.2982536125132187,0.0030723714885746056,0.2982572479559613,0.0
0.01575,1.2981987471200775,0.003169696657237024,0.2982026166978089,0.0
0.016,1.298143042027665,0.0032684412777392803,0.29814715663256997,0.0
0.01625,1.298086500498505,0.003368725867516985,0.2980908716613122,0.0
0.0165,1.2980291117287053,0.0034705007382302144,0.2980337512062565,0.0
0.01675,1.2979708846883171,0.003573702305926592,0.2979758044149914,0.0
0.017,1.2979118210928449,0.0036783945865128793,0.29791703352690413,0.0
0.01725,1.2978519150404653,0.0037845600314179067,0.2978574329520305,0.0
0.0175,1.2977911653106726,0.0038922165211249474,0.29779700188738345,0.0
0.01775,1.2977295804612123,0.0040013185102401195,0.2977357491237784,0.0
0.018,1.2976671630419716,0.004111906467400311,0.2976736777064546,0.0
0.01825,1.2976039011368803,0.00422393463976369,0.29761077595305574,0.0
0.0185,1.297539800054705,0.004337456161957494,0.29754704972573554,0.0
0.01875,1.2974748613076503,0.004452435248751382,0.2974825008087587,0.0
0.019,1.297409084055806,0.004568852819678119,0.29741712868553316,0.0
0.01925,1.29734247638031,0.00468675172792558,0.2973509419822975,0.0
0.0195,1.297275024191026,0.0048061086106562815,0.2972839269295695,0.0
0.01975,1.2972067401568939,0.004926911167460129,0.2972160965552837,0.0
0.02,1.297137618047199,0.005049173748918534,0.29714744509200175,0.0
0.02025,1.2970676609875227,0.005172899014121017,0.2970779760923601,0.0
0.0205,1.2969968634499391,0.005298078106630962,0.29700768441463143,0.0
0.02075,1.296925238037026,0.005424669559854588,0.2969365829126842,0.0
0.021,1.2968527741764948,0.005552756360971292,0.29686466178721793,0.0
0.02125,1.2967794775958268,0.00568223833417773,0.2967919267739878,0.0
0.0215,1.2967053441872873,0.005813236450691258,0.29671837472980345,0.0
0.02175,1.296630380006804,0.005945636379063809,0.29664401165028376,0.0
0.022,1.2965545752870384,0.006079468356427538,0.2965688283439678,0.0
0.02225,1.2964779449632404,0.006214734336904606,0.2964928402035183,0.0
0.0225,1.2964004761490777,0.0063514944857958906,0.2964160350912659,0.0
0.02275,1.2963221772423392,0.006489651238077387,0.29633842139447153,0.0
0.023,1.29624304471333,0.006629223443953985,0.29625999613162235,0.0
0.02325,1.2961630818451793,0.006770281762364287,0.29618076341748534,0.0
0.0235,1.2960822859028442,0.006912735938907644,0.2961007205264965,0.0
0.02375,1.2960006601188945,0.007056604792776696,0.2960198712596238,0.0
0.024,1.295918202707469,0.007201950139327106,0.29593821465159587,0.0
0.02425,1.2958349130601703,0.007348699035231132,0.2958557501833179,0.0
0.0245,1.295750793596104,0.007496854589729089,0.2957724807749518,0.0
0.02475,1.2956658461878265,0.007646468200692609,0.29568840909130656,0.0
0.025,1.2955800577859047,0.007797487352510976,0.2956035222789186,0.0
0.02525,1.2954934549343302,0.007949943244159844,0.29551784757110666,0.0
0.0255,1.295406013960831,0.008103764645703254,0.295431361364747,0.0
0.02575,1.295317753074293,0.008259076926769278,0.2953440831613494,0.0
0.026,1.295228648378187,0.008415732115257268,0.29525598864727165,0.0
0.02625,1.2951387266010568,0.008573836268126737,0.29516710574742433,0.0
0.0265,1.295047975581523,0.008733398491759204,0.29507742290066075,0.0
0.02675,1.29495639684253,0.008894302118115304,0.2949869413756867,0.0
0.027,1.2948639867383884,0.009056642563531121,0.29489565870249046,0.0
0.02725,1.2947707560818384,0.009220384092398667,0.2948035859880629,0.0
0.0275,1.2946766941941033,0.009385552253967066,0.2947107132794118,0.0
0.02775,1.2945818066373485,0.009552116507413886,0.2946170464682567,0.0
0.028,1.2944860879738338,0.009720061278433001,0.29452258054815594,0.0
0.02825,1.2943895577595188,0.009889385237799584,0.2944273356111049,0.0
0.0285,1.29429218738743,0.010060176950950968,0.29433128429024036,0.0
0.02875,1.2941939943848944,0.010232329562754664,0.2942344438586886,0.0
0.029,1.2940949882495683,0.010405915856064363,0.2941368249522358,0.0
0.02925,1.293995147791617,0.010580859249220677,0.29403840634298817,0.0
0.0295,1.2938944788080748,0.010757162799598223,0.2939391944142957,0.0
0.02975,1.2937929952297307,0.010934930083817138,0.29383920453874635,0.0
0.03,1.2936906832673096,0.011114033346458243,0.2937384224447632,0.0
0.03025,1.2935875521974194,0.011294519140450817,0.29363685838133313,0.0
0.0305,1.2934835914305634,0.011476436166870808,0.29353450278189364,0.0
0.03075,1.2933788104302808,0.011659729324214482,0.29343136522892554,0.0
0.031,1.2932732103325224,0.011844385389173349,0.2933274473346015,0.0
0.03125,1.2931667879047408,0.012030396007075565,0.2932227463851509,0.0
0.0315,1.2930595418497286,0.012217852330494335,0.2931172625420324,0.0
0.03175,1.292951473686636,0.01240663082845995,0.29301099678114007,0.0
0.032,1.2928425906197427,0.012596841721498768,0.292903957972797,0.0
0.03225,1.292732883117973,0.012788366442979655,0.29279613605966004,0.0
0.0325,1.2926223514728639,0.012981304096131402,0.29268753292637273,0.0
0.03275,1.292511004677291,0.013175576603423158,0.2925781574166928,0.0
0.033,1.2923988344123325,0.013371269063505234,0.2924680027090514,0.0
0.03325,1.292285848908048,0.013568297240228427,0.2923570768088801,0.0
0.0335,1.2921720412423041,0.01376670909872494,0.2922453739316351,0.0
0.03375,1.2920574155261282,0.013966451911164374,0.2921328982713214,0.0
0.034,1.2919419689236924,0.014167586100612615,0.29201964828803795,0.0
0.03425,1.2918257095699832,0.014370107082723472,0.29190563273157055,0.0
0.0345,1.2917086305524652,0.014573936762881889,0.2917908444777326,0.0
0.03475,1.2915907300429508,0.01477914357171551,0.29167528311785706,0.0
0.035,1.291472017450105,0.01498571705235437,0.2915589586125047,0.0
0.03525,1.291352489365801,0.015193658870096789,0.29144186824692664,0.0
0.0355,1.2912321390322528,0.015402913188679042,0.2913240052769501,0.0
0.03575,1.2911109719609795,0.01561356100244424,0.2912053768495553,0.0
0.036,1.290988991422505,0.015825523354693078,0.2910859859682262,0.0
0.03625,1.2908662002704347,0.016038841547841926,0.2909658366660317,0.0
0.0365,1.2907425845356828,0.01625350344761637,0.2908449155139341,0.0
0.03675,1.2906181616977785,0.016469546477323953,0.290723241157965,0.0
0.037,1.2904929152964106,0.016686901190976773,0.2906007969552733,0.0
0.03725,1.2903668650973956,0.01690557997393544,0.29047760351566554,0.0
0.0375,1.2902399934704092,0.017125655625659084,0.29035364487071136,0.0
0.03775,1.2901123119404097,0.017347020913085195,0.29022893183914755,0.0
0.038,1.289983816073164,0.01756976389840026,0.29010346187200353,0.0
0.03825,1.2898545098079368,0.01779378526055434,0.2899772382742929,0.0
0.0385,1.2897243830574037,0.018019193951625108,0.2898502531702922,0.0
0.03875,1.2895934489731706,0.01824592681712561,0.2897225195676525,0.0
0.039,1.289461702952901,0.01847394275512726,0.28959403299763875,0.0
0.03925,1.2893291472566653,0.018703321244688875,0.28946479757734433,0.0
0.0395,1.2891957763902206,0.01893403915717219,0.2893348082252294,0.0
0.03975,1.2890615928211115,0.01916605066315641,0.2892040674712921,0.0
0.04,1.2889266033114861,0.01939943863448644,0.2890725840477013,0.0
0.04025,1.2887907997759118,0.01963410066858166,0.2889403490837341,0.0
