r0x,r0y,rTx,rTy,v0x,v0y,vTx,vTy,method,side_gap,K_used,cost,winding,min_distance,eps_scale,strict,regime_scp,width_slopes,dual_shares,dua_res,osqp_status,flag,id
1.5,0.0,-3.8333333333333335,3.1666666666666665,0.0,0.0,0.0,0.0,solved,0.4455807009190764,200,0.24029950406524914,0,0.9996019341724122,1.0,True,1,0.54,0.43,2.3644064438885048e-07,solved,,L1_00044
1.5,0.0,-3.8333333333333335,3.333333333333333,0.0,0.0,0.0,0.0,solved,0.4700088878195539,200,0.24478143178309036,0,0.9995845158280553,1.0,True,1,0.55,0.45,2.5370557754644807e-07,solved,,L1_00045
1.5,0.0,-3.8333333333333335,3.5,0.0,0.0,0.0,0.0,solved,0.4945739766797374,200,0.24988376933259487,0,0.9998054312648749,1.0,True,1,0.54,0.64,1.748074974970026e-06,solved,,L1_00046
1.5,0.0,-3.8333333333333335,3.6666666666666665,0.0,0.0,0.0,0.0,solved,0.5192258657742301,200,0.2555678897190005,0,1.0000000339603718,1.0,True,1,0.57,0.55,1.9626155733547185e-15,solved,,L1_00047
1.5,0.0,-3.8333333333333335,3.833333333333333,0.0,0.0,0.0,0.0,solved,0.5439844393931208,200,0.2618126402661096,0,0.9995478621819677,1.0,True,1,0.53,0.45,2.4682230537198535e-06,solved,,L1_00048
1.5,0.0,-3.8333333333333335,4.0,0.0,0.0,0.0,0.0,solved,0.5689173984865732,200,0.26864220478930656,0,0.9995134872022075,1.0,True,1,0.56,0.42,9.285914750467583e-07,solved,,L1_00049
1.5,0.0,-3.6666666666666665,0.05,0.0,0.0,0.0,0.0,solved,0.0070020317416558675,200,0.28098259478248344,0,0.9995093074414184,1.0,True,1,0.54,0.28,1.9983560693382675e-05,solved,,L1_00050
1.5,0.0,-3.6666666666666665,0.16666666666666666,0.0,0.0,0.0,0.0,solved,0.023266726541268712,200,0.27331522557564447,0,0.999485260932441,1.0,True,1,0.50,0.29,9.931535618346032e-06,solved,,L1_00051
1.5,0.0,-3.6666666666666665,0.3333333333333333,0.0,0.0,0.0,0.0,solved,0.046397686688882,200,0.263264686378713,0,0.9996905517267687,1.0,True,1,0.52,0.34,1.0037000651053063e-05,solved,,L1_00052
1.5,0.0,-3.6666666666666665,0.5,0.0,0.0,0.0,0.0,solved,0.06960167970596653,200,0.25420417752541036,0,0.9998283080177509,1.0,True,1,0.56,0.43,1.984818249077476e-05,solved,,L1_00053
1.5,0.0,-3.6666666666666665,0.6666666666666666,0.0,0.0,0.0,0.0,solved,0.09294121183629167,200,0.24605049130411272,0,0.999600107646983,1.0,True,1,0.51,0.34,8.704350054955512e-06,solved,,L1_00054
1.5,0.0,-3.6666666666666665,0.8333333333333333,0.0,0.0,0.0,0.0,solved,0.1161015936255212,200,0.23893538136871462,0,0.999773547880892,1.0,True,1,0.55,0.46,3.353722451526764e-06,solved,,L1_00055
