N,seed,K,prio_scp_success,prio_scp_reason,prio_scp_time,prio_scp_iterations_total,prio_scp_iterations_per_rank,prio_scp_time_per_rank,prio_scp_rank_reasons,prio_scp_cost,prio_scp_min_dist,prio_sci_success,prio_sci_reason,prio_sci_time,prio_sci_contacts,prio_sci_contacts_per_rank,prio_sci_time_per_rank,prio_sci_cost,prio_sci_cost_continuous,prio_sci_min_dist,position_rmse,max_position_deviation,same_homotopy_class,n_crossings_prio_scp,n_crossings_prio_sci
8,35,200,True,converged,1.6642800829722546,9,"[0, 3, 1, 1, 1, 1, 1, 1]","[0.01773650001268834, 1.016668500029482, 0.06191437499364838, 0.07657070801360533, 0.09557774994755164, 0.10947895800927654, 0.12156883301213384, 0.15145362500334159]","[""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged""]",1.2555048613179427,0.4995283968490227,True,converged,0.08043604204431176,1,"[0, 1, 0, 0, 0, 0, 0, 0]","[1.879094634205103e-05, 0.0021184590295888484, 0.0016304999589920044, 0.00241725001251325, 0.0031980409985408187, 0.003989708027802408, 0.004841582966037095, 0.0056754580000415444]",1.2864261086054396,1.274288818633659,0.501255604596112,0.18426844337357132,0.8381438465310214,True,14.0,14.0
8,36,200,True,converged,10.087449291022494,13,"[0, 3, 1, 5, 1, 1, 1, 1]","[0.01745500002289191, 0.32087291596690193, 0.05947683402337134, 9.237032042001374, 0.0883752919617109, 0.10288712498731911, 0.11688795901136473, 0.13126724999165162]","[""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged""]",0.9028250608969591,0.5000000388545387,True,converged,0.09920745802810416,5,"[0, 1, 0, 4, 0, 0, 0, 0]","[2.400000812485814e-05, 0.002849915996193886, 0.0016991249867714942, 0.020143875037319958, 0.0034162920201197267, 0.004244124982506037, 0.005021749995648861, 0.0059197499649599195]",1.2218243200616683,1.211681538143076,0.5000013430187698,0.7195457874537331,3.314113372689029,False,14.0,14.0
8,37,200,True,converged,1.0235436250222847,10,"[0, 2, 2, 1, 2, 1, 1, 1]","[0.017743125034030527, 0.13445658300770447, 0.16884120798204094, 0.07419845799449831, 0.26066166698001325, 0.10376475000521168, 0.11803116701776162, 0.13280058302916586]","[""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged""]",2.073306843417042,0.5000000000000004,True,converged,0.08665933297015727,3,"[0, 1, 1, 0, 1, 0, 0, 0]","[1.7208978533744812e-05, 0.002125707978848368, 0.004027292015962303, 0.002510333026293665, 0.007113082974683493, 0.004197417001705617, 0.005041500029619783, 0.005864667007699609]",2.2366897759537165,2.2149893651075936,0.5004151345143808,0.5072069243899192,2.089450188442127,False,18.0,18.0
8,38,200,True,converged,0.650932417018339,7,"[0, 1, 1, 1, 1, 1, 1, 1]","[0.017464083968661726, 0.044548582984134555, 0.060050625004805624, 0.07432362495455891, 0.08826366701396182, 0.10183208296075463, 0.11734370799968019, 0.13124320801580325]","[""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged""]",1.9507306822193877,0.8596218178674556,True,converged,0.07857324997894466,0,"[0, 0, 0, 0, 0, 0, 0, 0]","[1.266703475266695e-05, 0.0008356659673154354, 0.0017641669837757945, 0.002500540984328836, 0.0034242079709656537, 0.004171999986283481, 0.005047458049375564, 0.005906582984607667]",1.9693519148443595,1.9506858231306086,0.8579823212478538,0.044144972068377045,0.0910646644792208,True,19.0,19.0
8,39,200,True,converged,0.6661154999746941,7,"[0, 1, 1, 1, 1, 1, 1, 1]","[0.017760416958481073, 0.04534374998183921, 0.06026045803446323, 0.07424799998989329, 0.08917024999391288, 0.10381391597911716, 0.11831791599979624, 0.1439505000016652]","[""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged""]",0.9048433941813574,0.7154176460292863,True,converged,0.08276212500641122,0,"[0, 0, 0, 0, 0, 0, 0, 0]","[1.837499439716339e-05, 0.0015065829502418637, 0.002484166994690895, 0.0024437499814666808, 0.003379083995241672, 0.004191333020571619, 0.005104915995616466, 0.005885874968953431]",0.9134808239843535,0.9048225863627692,0.7157876507030422,0.03006556011157701,0.07770647622685826,True,9.0,9.0
8,40,200,True,converged,0.6668903750251047,7,"[0, 1, 1, 1, 1, 1, 1, 1]","[0.017479542002547532, 0.04715287499129772, 0.06194362504174933, 0.07624795800074935, 0.0906372910249047, 0.10535437503131106, 0.1201065419591032, 0.1348325830185786]","[""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged""]",1.2764239499356256,0.8592690006733333,True,converged,0.08028749999357387,0,"[0, 0, 0, 0, 0, 0, 0, 0]","[1.4625024050474167e-05, 0.000912874995265156, 0.0016239159740507603, 0.002417249954305589, 0.00321649998659268, 0.0040101659833453596, 0.004969292029272765, 0.005769542010966688]",1.2886084034414238,1.276394597234193,0.8582968337083055,0.03570919510086147,0.08322914844375452,True,16.0,16.0
8,41,200,True,converged,0.6532594170421362,7,"[0, 1, 1, 1, 1, 1, 1, 1]","[0.017495541949756444, 0.04524995799874887, 0.060380542010534555, 0.07453674997668713, 0.08932445803657174, 0.10381795803550631, 0.118417791032698, 0.1316521669505164]","[""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged""]",0.9367973005123889,0.5796985200734169,True,converged,0.07872454199241474,0,"[0, 0, 0, 0, 0, 0, 0, 0]","[1.4999997802078724e-05, 0.0008275000145658851, 0.0016525840037502348, 0.0024902080185711384, 0.003358707996085286, 0.00422420899849385, 0.004991291963960975, 0.00591729098232463]",0.9457397550573904,0.9367757578803613,0.5843301349242663,0.030591826268396353,0.08659824511890436,True,17.0,17.0
8,42,200,True,converged,1.020554999995511,12,"[0, 5, 2, 1, 1, 1, 1, 1]","[0.01784633402712643, 0.30927374999737367, 0.16169091704068705, 0.07442824996542186, 0.08894983300706372, 0.10425045795273036, 0.11864345899084583, 0.13124929199693725]","[""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged""]",1.5729715734330127,0.5,True,converged,0.08214454201515764,2,"[0, 1, 1, 0, 0, 0, 0, 0]","[1.533300383016467e-05, 0.0021920420113019645, 0.0037576249451376498, 0.0024698339984752238, 0.003378583991434425, 0.004258291039150208, 0.005074040964245796, 0.005973125051241368]",1.691327085558449,1.673502199215008,0.5000654801412863,0.4055596257821106,1.8386728761446325,True,14.0,14.0
8,43,200,True,converged,0.7338833329849876,8,"[0, 2, 1, 1, 1, 1, 1, 1]","[0.017573916993569583, 0.1109443330205977, 0.060781874984968454, 0.07465900003444403, 0.09842683299211785, 0.10392104199854657, 0.11802391696255654, 0.13366345805115998]","[""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged""]",1.7647751214132705,0.49999999999999994,True,converged,0.08123733301181346,1,"[0, 1, 0, 0, 0, 0, 0, 0]","[2.500001573935151e-05, 0.0021708330023102462, 0.0017734579741954803, 0.0025798749993555248, 0.0033559169969521463, 0.004294500045944005, 0.0050265000318177044, 0.005947125027887523]",1.8257504852294415,1.8089699802689643,0.5009786502242702,0.3036326954167651,1.3957770949426151,True,16.0,16.0
8,44,200,True,converged,0.7006087909685448,8,"[0, 2, 1, 1, 1, 1, 1, 1]","[0.017625999986194074, 0.08057349995942786, 0.061790791049133986, 0.07636975002242252, 0.09017674997448921, 0.10521850001532584, 0.11996499996166676, 0.13403437501983717]","[""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged""]",0.5681665750940651,0.49961424389884945,True,converged,0.08527124999091029,1,"[0, 1, 0, 0, 0, 0, 0, 0]","[2.0834035240113735e-05, 0.0033539169817231596, 0.002952583017759025, 0.00302920799003914, 0.0032661249861121178, 0.00419970799703151, 0.005072333966381848, 0.005784332985058427]",0.5736560748437839,0.5682227350285378,0.5001029180734099,0.02509262651105407,0.06257946044755368,True,8.0,8.0
8,45,200,True,converged,0.7782934170099907,9,"[0, 3, 1, 1, 1, 1, 1, 1]","[0.017586667032446712, 0.15388975001405925, 0.06231150001985952, 0.07678254198981449, 0.09110062499530613, 0.10588499996811152, 0.12074770801700652, 0.13417720899451524]","[""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged""]",0.876249442488843,0.5000000425689961,True,converged,0.08303054101997986,1,"[0, 1, 0, 0, 0, 0, 0, 0]","[1.9291997887194157e-05, 0.0032932499889284372, 0.001642499992158264, 0.0024209999828599393, 0.0032753749983385205, 0.004159333999268711, 0.004995875002350658, 0.00589712499640882]",0.9397760200518859,0.9308642986807029,0.5014488193896117,0.3019927854758611,1.4085935499907567,True,18.0,18.0
8,46,200,True,converged,3.4977055420167744,12,"[0, 4, 3, 1, 1, 1, 1, 1]","[0.017645583022385836, 2.483640209014993, 0.4530564589658752, 0.07626608299324289, 0.09065062500303611, 0.1063120830222033, 0.12115066696424037, 0.1346867079846561]","[""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged""]",1.4666834392811388,0.5000177734771711,True,converged,0.0888023329898715,3,"[0, 1, 1, 0, 1, 0, 0, 0]","[1.8417020328342915e-05, 0.002495708002243191, 0.0038550840108655393, 0.002465750032570213, 0.00705304101575166, 0.004206000012345612, 0.005014666996430606, 0.00585862499428913]",1.670969699351714,1.6559772218041091,0.500241519931574,0.48146782802181765,2.1048790766377468,False,17.0,19.0
8,47,200,True,converged,0.8918666249956004,9,"[0, 2, 1, 2, 1, 1, 1, 1]","[0.01761866599554196, 0.14191074995324016, 0.060296000039670616, 0.21769354201387614, 0.08853795903269202, 0.10265141702257097, 0.11730375001206994, 0.13089000002946705]","[""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged""]",0.8392922058439121,0.4995269954774371,True,converged,0.0857913339859806,2,"[0, 1, 0, 1, 0, 0, 0, 0]","[1.6874982975423336e-05, 0.002260458015371114, 0.0016487499815411866, 0.005458500003442168, 0.0034470000537112355, 0.004195166984573007, 0.0051437499932944775, 0.005961708026006818]",0.8577453158285688,0.8493841159079352,0.5002405706422377,0.12026226682100814,0.4626729124176842,True,16.0,16.0
8,48,200,True,converged,0.7967189170303755,8,"[0, 2, 1, 1, 1, 1, 1, 1]","[0.01842858298914507, 0.19084958400344476, 0.060032666951883584, 0.07432220899499953, 0.08862575003877282, 0.10357083397684619, 0.1170458749984391, 0.13053575000958517]","[""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged""]",0.9508736240020479,0.49957789978327405,True,converged,0.08318220899673179,1,"[0, 1, 0, 0, 0, 0, 0, 0]","[2.0499981474131346e-05, 0.0020907909492962062, 0.0016601660172455013, 0.0026274999836459756, 0.003427124989684671, 0.004272749996744096, 0.005117624998092651, 0.0060374169843271375]",0.9600193584235255,0.9509283282230512,0.501144112571798,0.027586945705361344,0.07288973358231603,True,13.0,13.0
8,49,200,True,converged,0.7864115000120364,9,"[0, 3, 1, 1, 1, 1, 1, 1]","[0.017355124989990145, 0.18019312497926876, 0.0602106669684872, 0.07428337499732152, 0.08831970900064334, 0.10221208300208673, 0.11695979203796014, 0.1312086249818094]","[""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged"", ""converged""]",1.3622769770737981,0.5000080538027543,True,converged,0.08278349996544421,1,"[0, 1, 0, 0, 0, 0, 0, 0]","[2.0332983694970608e-05, 0.00280058296630159, 0.0016154999611899257, 0.0024433330399915576, 0.003361542010679841, 0.004211749997921288, 0.00499545899219811, 0.005860999983269721]",1.564178412321935,1.5492271213139208,0.5004230603629691,0.5973533574137864,2.7670680968530275,False,17.0,19.0
