N,seed,K,prio_scp_success,prio_scp_reason,prio_scp_time,prio_scp_iterations_total,prio_scp_iterations_per_rank,prio_scp_time_per_rank,prio_scp_rank_reasons,prio_scp_cost,prio_scp_min_dist,prio_sci_success,prio_sci_reason,prio_sci_time,prio_sci_contacts,prio_sci_contacts_per_rank,prio_sci_time_per_rank,prio_sci_cost,prio_sci_cost_continuous,prio_sci_min_dist,position_rmse,max_position_deviation,same_homotopy_class,n_crossings_prio_scp,n_crossings_prio_sci
2,10,200,True,converged,0.14966016600374132,2,"[0, 2]","[0.019476499990560114, 0.12867454101797193]","[""converged"", ""converged""]",0.9567514348137646,0.49999999999999767,True,converged,0.013747583026997745,1,"[0, 1]","[1.5124969650059938e-05, 0.0025798749993555248]",0.9667156960320269,0.9571689649903886,0.5000426323230128,0.011361434309857366,0.02258490499777775,True,1.0,1.0
2,11,200,True,converged,0.13952500000596046,2,"[0, 2]","[0.017972624977119267, 0.12005275004776195]","[""converged"", ""converged""]",0.8551334346864425,0.50000010200288,True,converged,0.013685167010407895,1,"[0, 1]","[1.7167010810226202e-05, 0.0024086670018732548]",0.8904166647442399,0.8805225848895661,0.5000263251120598,0.1364677755975139,0.32050057697341316,True,1.0,1.0
2,12,200,True,converged,0.06428925000363961,1,"[0, 1]","[0.01784162496915087, 0.04484858299838379]","[""converged"", ""converged""]",0.4035328329622651,2.7433684015676487,True,converged,0.012272416963241994,0,"[0, 0]","[1.5208031982183456e-05, 0.0012407080503180623]",0.4073848658558346,0.4035235533034459,2.743275036433682,0.014197341512562958,0.022862357406670027,True,0.0,0.0
2,13,200,True,converged,0.0637133339769207,1,"[0, 1]","[0.017417041992302984, 0.044720416015479714]","[""converged"", ""converged""]",0.550351687750845,2.0338812799974835,True,converged,0.011737958004232496,0,"[0, 0]","[1.6584002878516912e-05, 0.0008042919798754156]",0.5556052201305657,0.5503390318391674,2.03390754692761,0.016580122785568387,0.031048298198916316,True,1.0,1.0
2,14,200,True,converged,0.06397249997826293,1,"[0, 1]","[0.01740320899989456, 0.04498125001555309]","[""converged"", ""converged""]",0.4895966871335735,2.988979105108758,True,converged,0.011988584010396153,0,"[0, 0]","[1.8000020645558834e-05, 0.000886416994035244]",0.49427026605793717,0.4895854283465692,2.9890008578687626,0.015638202277198206,0.02960838021978271,True,1.0,1.0
2,15,200,True,converged,0.7184006250463426,3,"[0, 3]","[0.017351499991491437, 0.6995798329589888]","[""converged"", ""converged""]",0.6163915837114434,0.5000690324952934,True,converged,0.013370500004384667,1,"[0, 1]","[1.5042023733258247e-05, 0.002328291942831129]",0.6775445660749129,0.6712317134060173,0.5000611329504449,0.2206664858455719,0.510112929825419,True,1.0,1.0
2,16,200,True,converged,0.06364270800258964,1,"[0, 1]","[0.017575500009115785, 0.044602165988180786]","[""converged"", ""converged""]",0.11995401950491869,3.740325833813719,True,converged,0.012270000006537884,0,"[0, 0]","[1.554196933284402e-05, 0.001129291020333767]",0.1210990733669722,0.11995126103699724,3.7403233885812104,0.007740606560557065,0.014605031517810228,True,1.0,1.0
2,17,200,True,converged,0.06340762501349673,1,"[0, 1]","[0.017602625011932105, 0.04431574995396659]","[""converged"", ""converged""]",1.0146676595237327,1.0485315849850567,True,converged,0.011962375021539629,0,"[0, 0]","[1.3624958228319883e-05, 0.0008164999890141189]",1.0243534468531914,1.014644326181496,1.0486466327283892,0.022512799331677737,0.040857077387640967,True,1.0,1.0
2,18,200,True,converged,0.1383948330185376,2,"[0, 2]","[0.01789158402243629, 0.11901191697688773]","[""converged"", ""converged""]",0.5584362461312717,0.5000000119318354,True,converged,0.013557165977545083,1,"[0, 1]","[1.612497726455331e-05, 0.002433125046081841]",0.5895809639323948,0.5845994533367516,0.50048951091264,0.16888147912979268,0.3916086352940162,True,1.0,1.0
2,19,200,True,converged,0.06399583304300904,1,"[0, 1]","[0.01810333295725286, 0.04440962499938905]","[""converged"", ""converged""]",0.6999596273290338,3.4779712509364504,True,converged,0.012436208024155349,0,"[0, 0]","[1.5792029444128275e-05, 0.0013853329583071172]",0.7066412831656836,0.6999435310265818,3.47798748772605,0.01869838452919273,0.03295991812622225,True,0.0,0.0
2,20,200,True,converged,0.06869933300185949,1,"[0, 1]","[0.017819917004089803, 0.04937820800114423]","[""converged"", ""converged""]",1.7137356481281414,0.655428681647727,True,converged,0.012284666008781642,0,"[0, 0]","[1.433398574590683e-05, 0.0011926660081371665]",1.7300945799132275,1.713696238987616,0.6549011749863718,0.029257654460417632,0.04662870330784696,True,1.0,1.0
2,21,200,True,converged,0.0636597920092754,1,"[0, 1]","[0.017801958951167762, 0.044401291001122445]","[""converged"", ""converged""]",0.33030605850503536,2.2453038629900957,True,converged,0.011958582967054099,0,"[0, 0]","[1.8666964024305344e-05, 0.0008284579962491989]",0.33345908521903694,0.3302984627723504,2.245303129612354,0.012844756063122516,0.025123313694245586,True,0.0,0.0
2,22,200,True,converged,0.06335408298764378,1,"[0, 1]","[0.01753208297304809, 0.044340207998175174]","[""converged"", ""converged""]",0.20372118348679713,2.4732627742913165,True,converged,0.012570375052746385,0,"[0, 0]","[2.0832987502217293e-05, 0.0013870830298401415]",0.205665859696035,0.20371649870547937,2.473262774291317,0.010087549674413202,0.021324120661716947,True,0.0,0.0
2,23,200,True,converged,0.06340962502872571,1,"[0, 1]","[0.017858457984402776, 0.04405933304224163]","[""converged"", ""converged""]",0.9938468611908311,1.5791044260250178,True,converged,0.011871542024891824,0,"[0, 0]","[1.4208024367690086e-05, 0.0008244159980677068]",1.0033338979020074,0.9938240066445911,1.5791044260250167,0.022280622801282398,0.03844921706203382,True,0.0,0.0
2,24,200,True,converged,0.8939890000037849,3,"[0, 3]","[0.017958167009055614, 0.874543750018347]","[""converged"", ""converged""]",0.858032575660102,0.5000271809887366,True,converged,0.01478199998382479,1,"[0, 1]","[1.637497916817665e-05, 0.003644334035925567]",1.5097903847590723,1.4958932973957169,0.5000778039769685,0.7823119695777397,1.8166297079386375,True,1.0,1.0
2,25,200,True,converged,0.06378049997147173,1,"[0, 1]","[0.017900875012855977, 0.044411584036424756]","[""converged"", ""converged""]",0.6908817899579738,1.1894979432807642,True,converged,0.012647625000681728,0,"[0, 0]","[1.4207966160029173e-05, 0.0013950419961474836]",0.697476790818127,0.6908659024098698,1.1894243857750675,0.01857673834328896,0.029162374357246872,True,1.0,1.0
2,26,200,True,converged,0.12691054196329787,2,"[0, 2]","[0.01768129097763449, 0.10776262497529387]","[""converged"", ""converged""]",1.1472222923304232,0.5000000000000006,True,converged,0.013436291017569602,1,"[0, 1]","[1.4042016118764877e-05, 0.0021842909627594054]",1.1965556771644015,1.1846661839549892,0.5000154093950085,0.17163587372547867,0.40854199381873174,True,1.0,1.0
2,27,200,True,converged,0.06294912501471117,1,"[0, 1]","[0.017272291996050626, 0.044271791994106025]","[""converged"", ""converged""]",0.20430577769265673,7.224385357137073,True,converged,0.012097708007786423,0,"[0, 0]","[1.658295514062047e-05, 0.000968625012319535]",0.20625603430558515,0.20430107946798473,7.224384368312308,0.010102012820765944,0.020756084950983224,True,0.0,0.0
2,28,200,True,converged,0.0638598749646917,1,"[0, 1]","[0.017952416033949703, 0.04443354200338945]","[""converged"", ""converged""]",0.06609322558009843,6.5361208818924394,True,converged,0.011892334034200758,0,"[0, 0]","[1.9291008356958628e-05, 0.0008523339638486505]",0.06672413652012704,0.0660917056973688,6.536047825560894,0.005745741256392387,0.010685813061270965,True,0.0,0.0
2,29,200,True,converged,0.064179916982539,1,"[0, 1]","[0.017237666994333267, 0.045390000042971224]","[""converged"", ""converged""]",1.2073003639007465,2.439696903849998,True,converged,0.012643166992347687,0,"[0, 0]","[2.1709012798964977e-05, 0.0011870419839397073]",1.218824979332965,1.2072726007683459,2.439883113563818,0.02455699698303773,0.042255702266363805,True,0.0,0.0
2,30,200,True,converged,0.16642362502170727,2,"[0, 2]","[0.018252041016239673, 0.14660791697679088]","[""converged"", ""converged""]",0.3439110099005835,0.5000000000000001,True,converged,0.015319666010327637,1,"[0, 1]","[1.875002635642886e-05, 0.002533749968279153]",0.34735732602487523,0.3440838001798417,0.5000230410487222,0.01989747369777158,0.03462753014266971,True,1.0,1.0
2,31,200,True,converged,0.0710878330282867,1,"[0, 1]","[0.019307375012431294, 0.04991808295017108]","[""converged"", ""converged""]",0.35236501588301444,2.5750130473026105,True,converged,0.013475958025082946,0,"[0, 0]","[1.5416997484862804e-05, 0.0009612079593352973]",0.3557286124007022,0.352356912881573,2.5750130473026096,0.013266732817748417,0.022521563083011224,True,0.0,0.0
2,32,200,True,converged,0.07089537504361942,1,"[0, 1]","[0.019967207976151258, 0.049312207964248955]","[""converged"", ""converged""]",1.2256780611616152,4.02834648843143,True,converged,0.013353416987229139,0,"[0, 0]","[1.9499973859637976e-05, 0.0012499159784056246]",1.2373781059234314,1.2256498754148786,4.028549330126971,0.02474319611623962,0.05102677530843767,True,1.0,1.0
2,33,200,True,converged,0.34309337503509596,2,"[0, 2]","[0.01978862500982359, 0.321645374991931]","[""converged"", ""converged""]",0.9202842423067854,0.49999999999999956,True,converged,0.014900083013344556,1,"[0, 1]","[1.8584018107503653e-05, 0.00257574999704957]",0.933078178918998,0.9241255203340739,0.500358732217913,0.07609925767860218,0.17318020613536908,True,1.0,1.0
2,34,200,True,converged,0.06988837500102818,1,"[0, 1]","[0.01960216701263562, 0.048657083010766655]","[""converged"", ""converged""]",0.3948520589660498,1.4853876908817452,True,converged,0.012913917016703635,0,"[0, 0]","[2.6999972760677338e-05, 0.0008720000041648746]",0.39862122716003656,0.394842978930692,1.4851158445893893,0.014043805129374243,0.030152827012834452,True,0.0,0.0
2,35,200,True,converged,0.06784233398502693,1,"[0, 1]","[0.01849124999716878, 0.04774524999083951]","[""converged"", ""converged""]",0.49395104389783007,0.6253610667535985,True,converged,0.013106332975439727,0,"[0, 0]","[2.0666979253292084e-05, 0.0015865419991314411]",0.4986661885242038,0.4939396849778455,0.6252818936035079,0.015707589570397227,0.02645693848484131,True,1.0,1.0
2,36,200,True,converged,0.06549145898316056,1,"[0, 1]","[0.018106834031641483, 0.045857459015678614]","[""converged"", ""converged""]",0.1520733319265277,4.025354084290708,True,converged,0.01263712503714487,0,"[0, 0]","[1.5083001926541328e-05, 0.001274749985896051]",0.15352498945960996,0.15206983484148162,4.02534330736205,0.008715536415792178,0.016038657191500043,True,1.0,1.0
2,37,200,True,converged,0.06419641704997048,1,"[0, 1]","[0.017549625015817583, 0.045167458010837436]","[""converged"", ""converged""]",0.560596313061792,4.875588890958898,True,converged,0.012811375025194138,0,"[0, 0]","[1.6915961168706417e-05, 0.001311791012994945]",0.5659476383110307,0.5605834215642592,4.875597734976159,0.016733728164115648,0.0341857493355431,True,1.0,1.0
2,38,200,True,converged,0.06523041700711474,1,"[0, 1]","[0.018213999981526285, 0.045480792003218085]","[""converged"", ""converged""]",0.7753414478863994,5.375517361839894,True,converged,0.01269858400337398,0,"[0, 0]","[1.7707992810755968e-05, 0.0010454999865032732]",0.7827426814838785,0.7753236181002778,5.375385077159969,0.01967950142820088,0.032045086556760666,True,0.0,0.0
2,39,200,True,converged,0.06376670801546425,1,"[0, 1]","[0.01790787500794977, 0.04435637500137091]","[""converged"", ""converged""]",0.29889489892176946,2.308179014158452,True,converged,0.012673042016103864,0,"[0, 0]","[1.370901009067893e-05, 0.0014281660551205277]",0.3017480818311126,0.2988880255214952,2.3082785767064244,0.01221875179064736,0.025074842653148185,True,1.0,1.0
2,40,200,True,converged,0.06406350003089756,1,"[0, 1]","[0.017873791977763176, 0.04470399999991059]","[""converged"", ""converged""]",0.3254256074967539,1.9395402406405813,True,converged,0.012829707993660122,0,"[0, 0]","[2.1665997337549925e-05, 0.001443499990273267]",0.328532046532421,0.3254181239951353,1.9395438393620914,0.012749508805619234,0.02623726681037862,True,1.0,1.0
2,41,200,True,converged,0.06454679096350446,1,"[0, 1]","[0.018053750041872263, 0.044954084034543484]","[""converged"", ""converged""]",0.44403949909073903,1.006797828297004,True,converged,0.012777000025380403,0,"[0, 0]","[2.099998528137803e-05, 0.0014677090221084654]",0.4482781994313918,0.4440292879388398,1.006753389871689,0.014892869813999544,0.027239664765957263,True,0.0,0.0
2,42,200,True,converged,0.06358395802089944,1,"[0, 1]","[0.01777266600402072, 0.04433687496930361]","[""converged"", ""converged""]",0.9248647811760733,3.24490120446827,True,converged,0.012642375018913299,0,"[0, 0]","[1.4499993994832039e-05, 0.0014331249985843897]",0.9336933305980412,0.9248435129447865,3.2449067173296613,0.02149347873352949,0.038744345431270484,True,0.0,0.0
2,43,200,True,converged,0.06340454198652878,1,"[0, 1]","[0.01781141699757427, 0.0440946250455454]","[""converged"", ""converged""]",0.7845281556713201,1.4929075091420947,True,converged,0.01262570801191032,0,"[0, 0]","[1.7832964658737183e-05, 0.0014172910014167428]",0.7920170834975722,0.7845101146272615,1.4927626891533594,0.01979574534393569,0.032405220054024284,True,1.0,1.0
2,44,200,True,converged,0.06286037503741682,1,"[0, 1]","[0.017681874975096434, 0.04366366600152105]","[""converged"", ""converged""]",0.7313578247587416,1.039120614675402,True,converged,0.011879624973516911,0,"[0, 0]","[1.2333039194345474e-05, 0.0008320000488311052]",0.7383392006662716,0.7313410064219568,1.0391206146753977,0.019113162281793838,0.029392452251934167,True,0.0,0.0
2,45,200,True,converged,0.06347850000020117,1,"[0, 1]","[0.0176445419783704, 0.04435041703982279]","[""converged"", ""converged""]",0.6656294596604675,0.6497366657897832,True,converged,0.012440374994184822,0,"[0, 0]","[1.3791024684906006e-05, 0.0012680829968303442]",0.6719834075033706,0.6656141528160648,0.6490877046409207,0.01823408011129679,0.037586205394543847,True,1.0,1.0
2,46,200,True,converged,0.06307687505614012,1,"[0, 1]","[0.017511291953269392, 0.044032958045136184]","[""converged"", ""converged""]",1.1920511823631506,2.943761397523785,True,converged,0.012572832987643778,0,"[0, 0]","[1.6458972822874784e-05, 0.0014859159709885716]",1.2034302325672528,1.1920237699016014,2.9434688074673434,0.024401416763989898,0.04668476959481515,True,1.0,1.0
2,47,200,True,converged,0.06293391704093665,1,"[0, 1]","[0.01729141699615866, 0.04413991601904854]","[""converged"", ""converged""]",1.0032987418198682,1.4100566831545713,True,converged,0.012334458995610476,0,"[0, 0]","[1.5291967429220676e-05, 0.0012139170430600643]",1.0128760040396405,1.0032756699177647,1.409918993106669,0.02238632089945479,0.047811740627313054,True,0.0,0.0
