r0x,r0y,rTx,rTy,v0x,v0y,vTx,vTy,method,side_gap,K_used,cost,winding,min_distance,eps_scale,strict,regime_scp,width_slopes,dual_shares,dua_res,osqp_status,flag,id
1.2,-1.3,0.3,-1.2,-12.9,12.5,-8.6,-16.4,solved,2.7543857521362716,200,2.7910075562743133,0,0.999999509282889,1.0,True,2,0.53;0.70,0.77;0.53,2.765793544427978e-09,solved,,SINGLE_direct
1.2,-1.3,0.3,-1.2,-12.9,12.5,-8.6,-16.4,forced_class,,200,3.4249580338790073,-1,0.999854149800184,1.0,True,ambiguous:point+ambiguous+point,0.98;0.30;0.60,0.61;0.34;0.17;0.58;1.00,6.371488437562078e-05,solved,ambiguous,SINGLE_w-1
