N,seed,K,scp_success,scp_reason,scp_time,scp_iterations,scp_cost,scp_min_dist,scp_worst_violation,contact_success,contact_reason,contact_time,contact_contacts,contact_max_contacts_single_pair,contact_cost,contact_min_dist,position_rmse,max_position_deviation
4,0,100,True,converged,0.05767321586608887,2,0.9678577650171343,0.5000000000000006,0.0,True,converged,0.029329299926757812,1,1,0.9870896523130694,0.5000184813123595,0.044311861054846115,0.08924711360797567
4,1,100,True,converged,0.005693197250366211,0,0.5695637141281801,0.533438202221222,0.0,True,converged,0.027623891830444336,0,0,0.580894571316767,0.5330320303427439,0.034327880428226806,0.0842676603564287
4,2,100,True,converged,0.005469799041748047,0,0.2770941906443428,1.0618969745848068,0.0,True,converged,0.02803492546081543,0,0,0.28260668138786577,1.061511573952492,0.02394360517522236,0.0639780239625142
4,3,100,True,converged,0.005536079406738281,0,1.0263172760292405,1.0430680080584294,0.0,True,converged,0.027146100997924805,0,0,1.0467347538221632,1.0430680080584283,0.04608044366144248,0.09501363164931279
4,4,100,True,converged,0.031034231185913086,2,0.5350888654262842,0.5000000000000002,0.0,True,converged,0.02903890609741211,1,1,0.5457349085925179,0.5000290303583719,0.03319709771586532,0.05560968265807407
4,5,100,True,converged,0.0055239200592041016,0,0.2350913936330302,1.1132138818481327,0.0,True,converged,0.026974916458129883,0,0,0.2397682839289632,1.1132140715496222,0.0220543466909527,0.04875148813245509
4,6,100,True,converged,0.0054378509521484375,0,1.134600689490566,0.7639577885851861,0.0,True,converged,0.02680182456970215,0,0,1.1571723492711894,0.762338375589614,0.04845039852498326,0.09289615799331133
4,7,100,True,converged,0.0055141448974609375,0,0.8427842594070977,1.8854119122755912,0.0,True,converged,0.02751779556274414,0,0,0.8595505453330682,1.8853738605477863,0.04175745674852786,0.07571729960790022
4,8,100,True,converged,0.546917200088501,10,1.085921117672402,0.5000000042398947,0.0,True,converged,0.04126405715942383,3,1,1.107528492114329,0.5000011104073825,0.048346974523675736,0.08739297524863357
4,9,100,True,converged,0.005488157272338867,0,0.5401440854096751,1.018696010238679,0.0,True,converged,0.02779221534729004,0,0,0.5508896707431878,1.0186007856096921,0.033429558775955145,0.07303094899236875
6,0,100,True,converged,0.10978913307189941,2,1.4422589924527955,0.5,0.0,True,converged,0.04712963104248047,1,1,1.4710327287976983,0.5000377940447548,0.06616370070736434,0.14492788503085077
6,1,100,True,converged,0.148284912109375,3,1.5323786310405079,0.5000000165466753,0.0,True,converged,0.055174827575683594,2,1,1.562927134800203,0.500003850347591,0.06391649291101134,0.1248239425042149
6,2,100,True,converged,0.21176981925964355,4,1.0000256310970346,0.49999999999999983,0.0,True,converged,0.054412126541137695,2,1,1.0200644909253984,0.5000035046659819,0.054304517771093665,0.12662997637631565
6,3,100,True,converged,0.6602592468261719,13,0.9380023849578358,0.5000042405367878,0.0,True,converged,0.04733920097351074,1,1,0.9567673621096398,0.5000213854412259,0.05761921427082853,0.12256574061073598
6,4,100,True,converged,0.008236169815063477,0,0.6699546746179826,0.9324295448506686,0.0,True,converged,0.04436993598937988,0,0,0.6832827019354212,0.9323902595063426,0.041202290301911804,0.07168251848632454
6,5,100,True,converged,0.008062124252319336,0,0.7509056365265587,0.8173264311631478,0.0,True,converged,0.043974876403808594,0,0,0.765844096120339,0.8156954239445492,0.043620569265311195,0.09953950858933094
6,6,100,True,converged,0.008097171783447266,0,1.6254934278327002,0.6388063420112118,0.0,True,converged,0.044064998626708984,0,0,1.657830870395998,0.6387421873552173,0.06417875024331693,0.12072233247714712
6,7,100,True,converged,0.008098125457763672,0,1.2730668320072391,0.7326609373059867,0.0,True,converged,0.04460310935974121,0,0,1.298393126690671,0.7304233680655554,0.056796849800053305,0.12493457722094489
6,8,100,True,converged,0.008080720901489258,0,1.1366578391662516,1.283638596150922,0.0,True,converged,0.04486989974975586,0,0,1.1592704237259863,1.28354837804038,0.053667766626443264,0.12894165577155278
6,9,100,True,converged,0.20909380912780762,4,0.9292645476148802,0.5000000007505421,0.0,True,converged,0.054960012435913086,2,1,0.9477840506742965,0.5000018486379292,0.04999698959880853,0.116738271670534
8,0,100,True,converged,0.8299739360809326,6,1.5162829629192043,0.5000021259061853,0.0,True,converged,0.07256698608398438,1,1,1.546441601304134,0.500020222427741,0.06783867306623505,0.16002674628545707
8,1,100,True,converged,0.010480165481567383,0,1.0540473983371181,0.8985747372202112,0.0,True,converged,0.06506109237670898,0,0,1.0750165370731426,0.89850865327541,0.05553456844168445,0.13081697746698553
8,2,100,True,converged,1.2142689228057861,5,0.7256817034486858,0.5,0.0,True,converged,0.16382122039794922,4,1,0.7402152658178704,0.5000006087286055,0.045009196033693306,0.09309739306563096
8,3,100,True,converged,0.824105978012085,4,1.7731467901631863,0.5000000000968156,0.0,True,converged,0.1063227653503418,3,1,1.8067770748414174,0.5000286214877638,0.18283609335269055,0.659510472065952
8,4,100,True,converged,0.2075200080871582,2,0.8410652708203905,0.4999999999999999,0.0,True,converged,0.06989002227783203,1,1,0.8578145362724274,0.5000264518479991,0.048962187162508684,0.14163552869770643
8,5,100,True,converged,0.010318994522094727,0,0.953189013765797,0.8410553113461904,0.0,True,converged,0.06496310234069824,0,0,0.9721516834738593,0.8409440863927189,0.05281081199603653,0.14899490220117
8,6,100,True,converged,0.010168075561523438,0,0.9958146165226667,0.5918002547108755,0.0,True,converged,0.06514096260070801,0,0,1.0156252767284297,0.5917438371691038,0.05397871967355174,0.13665118687508337
