r0x,r0y,rTx,rTy,v0x,v0y,vTx,vTy,method,side_gap,K_used,cost,winding,min_distance,eps_scale,strict,regime_scp,width_slopes,dual_shares,dua_res,osqp_status,flag,id
-0.2,-1.3,0.6,-1.2,-4.3,2.5,1.2,-3.8,solved,0.504546076800833,200,0.1129233925277939,0,0.9999691449695295,1.0,True,1,0.36,0.17,4.623614833498824e-06,solved,,SINGLE_direct
-0.2,-1.3,0.6,-1.2,-4.3,2.5,1.2,-3.8,forced_class,,200,0.6174694786029872,-1,0.9998927815443934,1.0,True,arc,0.07,0.20;0.01;0.20,6.597119933493855e-05,solved,,SINGLE_w-1
